Serial,DeploymentId,Name,DBA,InvHub-Invoices,InvHub-Statements,EP-Unknown,EP-Unknown-PAID,EP-SO,EP-SO-PAID,EP-PartsDeposit,EP-PartsDeposit-PAID,EP-SalesDeposit,EP-SalesDeposit-PAID,EP-Invoice,EP-Invoice-PAID,EP-SODeposit,EP-SODeposit-PAID,EP-ApptDeposit,EP-ApptDeposit-PAID,EP-ARExpressPay,EP-ARExpressPay-PAID,EP-ARStatement,EP-ARStatement-PAID,Usage-AddWork,Usage-AddWorkTech,Usage-ArchiveCount,Usage-AttachmentCount,Usage-AutoBilling,Usage-BarcodeLabel,Usage-BinLabel,Usage-CustomerCare,Usage-DataTablesTotalSize,Usage-DealActivity,Usage-DueBill,Usage-eSignature,Usage-InspectionReportLayout,Usage-MakeReady,Usage-MaxUsers,Usage-OnlineApproval,Usage-PartRequest,Usage-PickTicketLabel,Usage-PurchaseOrder,Usage-ServiceEstimates,Usage-ServiceInspections,Usage-ServiceOrders,Usage-ServiceOrders-Closed,Usage-ServiceOrders-CustPay,Usage-ServieOrders-WithMedia,Usage-SOPLabel,Usage-TiresInStorage,Usage-TireStorageLabel,Usage-VSL,Usage-WPEvent
4546,c996cf68-8c1c-4450-873b-7a76a6769723,WHITNEY'S INC.,WHITNEY'S CHEVROLET,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,237,4540,49,0,1,0,0,0,0,0,,0,0,18,0,909,1,218,0,0,435,386,344,0,0,0,0,0,242
4547,c996cf68-8c1c-4450-873b-7a76a6769723,G & K MOTORS INC.,WHITNEY'S VALUE FORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4540,49,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4553,6252abdc-5165-44e8-8288-d9f1d920e78a,CHIPMAN & TAYLOR CHEVROLET CO.,,246,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,1,6228,139,0,0,0,0,0,0,0,,0,0,29,0,769,1,4,17,0,724,647,363,0,2,0,0,1,1188
4556,fe6b206e-4b88-4672-8b3b-b76fba34cb3d,MANTECA FORD MERCURY INC.,MANTECA FORD,267,12,0,0,59,40,0,0,1,1,0,0,4,4,0,0,0,0,0,0,356,45,8866,256,0,0,0,0,8,0,2,,,0,31,0,1509,1,43,0,,779,634,569,0,2,0,0,0,1892
4557,1384ff49-2aaf-43a7-8cc1-780c9713ea49,JAMESTOWN MOTOR CORPORATION,SIERRA MOTORS,238,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828,546,11077,367,0,1,0,0,0,0,0,,0,0,45,0,1665,1,25,55,0,770,707,576,0,1,0,0,1,9473
4558,8136E65F-E043-44DC-9766-E93F3C906ACA,KARMART VOLKSWAGEN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17690,1634,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
4561,4ED5CA42-7AA5-47F5-BAD1-BF573E159016,CLICKIT RV LLC ,CLICKIT RV MOSES LAKE,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4898,1246,0,3,0,0,8,0,0,,0,0,4,0,0,1,0,0,0,105,52,18,0,1,0,0,0,315
4571,065A93B1-4286-451B-A1BC-769BC17A0423,V & H AUTO CHRYSLER,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,8402,595,0,16,0,0,0,0,0,,0,0,0,0,5,1,311,0,0,986,820,643,62,2,0,0,0,0
4576,c996cf68-8c1c-4450-873b-7a76a6769723,G&O INC ,STORMY'S USED CARS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4540,49,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4577,49C4527E-211F-49CA-92A6-24B718461D5F,CRONIN HILLSDALE AUTO LLC,,87,6,0,0,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,182,19671,921,0,1,0,0,0,0,0,,0,0,14,0,2,1,0,64,0,387,337,290,0,1,0,0,0,1848
4587,65B5ADF6-BC88-4361-A3BA-FF2480E2411A,ARCADIA FORD LLC ,FOUNTAIN CITY FORD,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16947,332,0,0,0,1,8,0,0,,7,0,4,0,0,0,4,5,0,120,106,77,0,1,0,0,0,1
4588,39B188CF-3DB8-4DAA-B0AC-3AEFFC1C5651,CASCO BAY FORD COMMERCIAL PARTS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,10113,5206,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,,178,156,112,0,1,0,0,0,3
4589,8e0caf4f-0cd9-4a02-808a-23af48994555,PRATT ASSOCIATES INCORPORATED,PRATT,154,13,0,0,67,19,6,5,24,15,0,0,5,3,0,0,0,0,0,0,593,450,4933,562,0,1,1,0,0,0,23,,,82,25,13,1381,1,0,25,,579,509,360,7,1,0,0,0,7456
4593,30916050-3fdd-4dfd-b9f8-29fb13d846b0,STEELE'S AUTO SUPPLIES CO. LTD,,154,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,5340,94,0,0,0,0,8,4,0,,0,25,26,0,0,1,37,17,0,290,273,195,0,1,0,0,1,511
4603,5226b26a-3778-443b-8a9a-39df7fe42f51,CJ BEEPS EQUIPMENT LLC,,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1817,97,0,10,1,0,0,0,0,,0,0,14,0,0,1,19,0,0,206,90,131,0,1,0,0,0,39
4604,298b30e9-3008-4a9e-87de-1f68b30de12a,CROWN SUBARU,,105,0,0,0,100,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3775,2875,272359,49675,0,5,3,27,1040,0,44,,,0,37,1019,2383,2,502,0,,1578,1475,765,1010,6,0,0,0,4256
4605,4ED5CA42-7AA5-47F5-BAD1-BF573E159016,JDR HOLDINGS LLC ,CLICKIT RV TRI-CITIES,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4898,1246,0,2,0,0,8,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4606,b022877b-f610-4536-a107-1a3d52e44c76,WILSONVILLE T LLC ,WILSONVILLE TOYOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91300,3788,0,0,0,10,8,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,6
4607,b022877b-f610-4536-a107-1a3d52e44c76,WILSONVILLE S LLC ,WILSONVILLE SUBARU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91300,3788,0,0,0,10,8,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0
4608,81AF74D5-B6A5-4957-B7B7-1BBBB882AD25,M&E REAL ESTATE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22989,218,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,408
4609,81AF74D5-B6A5-4957-B7B7-1BBBB882AD25,HOMAN REAL ESTATE HOLDING CO.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22989,218,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,408
4610,81AF74D5-B6A5-4957-B7B7-1BBBB882AD25,HOMAN REAL ESTATE II,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22989,218,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,408
4611,81AF74D5-B6A5-4957-B7B7-1BBBB882AD25,HOMAN SCHMUHL REAL ESTATE,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22989,218,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,408
4612,273a7ae2-690c-45e4-a55b-f15c95f75c17,GLASGOW AUTO SALES,,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,626,38,0,0,0,0,0,0,0,,0,0,9,0,0,0,0,0,0,197,165,115,0,0,0,0,0,66
4613,a65ca1f7-98a9-47a6-9b19-681173c22d3f,SPOKANE HYUNDAI CORP,SPOKANE HYUNDAI,273,61,0,0,9,7,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1386,159,12764,4807,0,1,0,1,8,0,58,,,0,36,0,1497,1,316,1,,1181,1086,559,663,0,99,6,1,6184
4614,0e56d726-ab59-43a7-a250-07c61e107053,AUTO IMPORT INC.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
4618,455630cd-9657-4ee3-ab06-481dee1dcc83,SHROYER MOTOR COMPANY INC.,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,746,2,0,1,0,1,8,0,0,,0,0,7,0,0,1,71,0,0,84,69,40,0,0,0,0,0,2
4619,3EC19C5A-5BFE-4B45-93E9-44B4909CA9A4,HACIENDA QUICK LANE LLC,,676,0,0,0,0,0,0,0,0,0,0,0,14,7,0,0,0,0,0,0,689,0,62039,20121,0,0,0,0,14456,0,0,,,0,0,0,0,1,114,58,,1007,960,989,0,0,0,0,0,838
4620,3EC19C5A-5BFE-4B45-93E9-44B4909CA9A4,HACIENDA QUICK LANE LLC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62039,20121,0,0,0,0,14456,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,838
4622,CD88C5DE-EF36-4EB2-B19F-17C1C1826131,KARMART VOLKSWAGEN OF MAUI,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4064,3760,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4625,fceb86d2-1f97-491c-a943-25d99fd6ad6e,BRITAIN CHEVROLET INC.,BRITAIN CHEVROLET,560,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,1119,10720,6797,0,3,0,0,0,0,41,,,0,27,0,2250,2,316,27,,717,674,403,383,4,0,0,0,1464
4628,bd5c20e4-8fc8-44c4-9bf5-adf4832a8188,MUSKEGON CAR CREDIT INC.,CAR CITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,12,0,0,0,0,8,0,0,,0,0,22,0,0,1,0,4,0,87,53,63,0,1,0,0,0,3
4629,bd5c20e4-8fc8-44c4-9bf5-adf4832a8188,MUSKEGON CAR CREDIT INC.,CAR CITY ALMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,12,0,0,0,0,8,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,bd5c20e4-8fc8-44c4-9bf5-adf4832a8188,MUSKEGON CAR CREDIT INC.,CAR CITY BATTLE CREEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,12,0,0,0,0,8,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4631,bd5c20e4-8fc8-44c4-9bf5-adf4832a8188,MUSKEGON CAR CREDIT INC.,CAR CITY CADILLAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,12,0,0,0,0,8,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4632,bd5c20e4-8fc8-44c4-9bf5-adf4832a8188,MUSKEGON CAR CREDIT INC.,CAR CITY KALAMAZOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,12,0,0,0,0,8,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4633,bd5c20e4-8fc8-44c4-9bf5-adf4832a8188,MUSKEGON CAR CREDIT INC.,CAR CITY LANSING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,12,0,0,0,0,8,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4634,bd5c20e4-8fc8-44c4-9bf5-adf4832a8188,MUSKEGON CAR CREDIT INC.,CAR CITY MUSKEGON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,12,0,0,0,0,8,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,c8c4bc66-a83d-47e3-b4e7-f47f6c9da195,LYNCH DENVER INC.,,23,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,37,0,817,1120,0,1,0,0,0,0,0,,,0,13,0,0,1,21,39,,65,56,20,39,0,0,0,0,89
4638,bd5c20e4-8fc8-44c4-9bf5-adf4832a8188,MUSKEGON CAR CREDIT INC.,CAR CITY SOUTH BEND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,12,0,0,0,0,8,0,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4639,4ED5CA42-7AA5-47F5-BAD1-BF573E159016,JDR OREGON HOLDINGS LLC,CLICKIT RV MILTON - FREEWATER,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,4898,1246,0,1,0,0,8,0,0,,0,0,10,0,0,1,0,0,0,145,106,31,4,1,0,0,0,120
4640,c1261cd1-4d65-4db3-8118-60585b5d337d,RANDY BOWEN CHEVROLET INC.,,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3672,9,0,2,0,0,0,0,0,,0,0,12,0,0,0,0,0,0,441,434,289,0,0,0,0,0,41
4642,ec563b07-d018-4f30-bf01-cab3e1cff1ab,BOB RUWART MOTORS INC.,,161,47,0,0,89,25,3,0,1,1,0,0,0,0,0,0,0,0,0,0,423,249,5159,213,0,1,0,0,0,0,0,,0,0,24,0,816,1,298,41,0,525,446,342,0,1,0,0,0,737
4644,5d4f29a0-31bf-4431-8bc0-9223f24807cb,JANSEN FORD OF BREESE LLC,,541,28,0,0,312,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,344,6124,386,0,1,0,0,0,0,1,,,0,25,0,0,1,0,0,,540,423,363,0,1,0,0,0,827
4659,2c7cc9c4-ba39-4f8a-bf09-a020c528a1b7,LOCKHART MOTOR CO. INC.,LOCKHART MOTOR CO. INC.,87,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,288,4811,38,0,0,0,0,8,0,19,,,0,19,0,534,1,7,0,,436,399,317,0,0,0,0,0,626
4660,C6882F80-456F-4D02-A480-AEF13E2C4F6A,1865217 AB LTD,ADRENALIN EXOTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,0,0,0,0,8,0,0,,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601
4684,df11a54a-77ce-4875-9e02-93ab7e289e88,MAHONEY'S AUTOMALL INC.,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,161
4686,fb313355-aa25-4066-a0aa-10d5586124cd,BAYSIDE OF KING GEORGE II INC.,BAYSIDE CHRYSLER DODGE JEEP RAM,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,251,54699,9436,0,1,0,1,0,0,8,,,0,20,0,361,1,0,0,,359,306,157,0,1,0,0,0,2
4687,fb313355-aa25-4066-a0aa-10d5586124cd,BAYSIDE OF KING GEORGE INC.,BAYSIDE FORD,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,1028,54699,9436,0,1,0,1,0,0,0,,,0,24,0,1497,1,0,0,,755,679,442,0,1,0,0,0,139
4688,fb313355-aa25-4066-a0aa-10d5586124cd,M&M AUTO SALES OF WALDORF INC.,BAYSIDE KIA OF WALDORF,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2607,2072,54699,9436,0,0,0,1,0,0,0,,,0,29,362,3475,1,19,14,,1139,1038,742,3,1,0,0,0,3325
4689,fb313355-aa25-4066-a0aa-10d5586124cd,BAYSIDE OF ANNAPOLIS INC.,BAYSIDE NISSAN OF ANNAPOLIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54699,9436,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4690,fb313355-aa25-4066-a0aa-10d5586124cd,BAYSIDE CHEVROLET INC.,BAYSIDE CHEVROLET,154,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5573,3860,54699,9436,0,1,0,1,0,0,0,,,0,58,378,6152,1,0,133,,2031,1935,1342,773,1,0,0,0,11168
4693,fb313355-aa25-4066-a0aa-10d5586124cd,BAYSIDE WHOLESALE INC.,BAYSIDE PRE-OWNED SUPER CENTER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54699,9436,0,0,0,1,0,0,0,,,0,3,0,0,0,0,0,,0,0,0,0,0,0,0,0,22
4694,fb313355-aa25-4066-a0aa-10d5586124cd,BAYSIDE ANNAPOLIS II INC.,BAYSIDE CHRYSLER DODGE JEEP RAM OF ANNAPOLIS,124,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,869,54699,9436,0,2,0,1,0,0,0,,,0,26,0,1936,1,173,1,,801,689,477,5,3,0,0,0,684
4695,fb313355-aa25-4066-a0aa-10d5586124cd,BAYSIDE OF HUGHESVILLE INC.,ALL AMERICAN HARLEY-DAVIDSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54699,9436,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0
4696,fb313355-aa25-4066-a0aa-10d5586124cd,BAYSIDE OF UPPER MARLBORO INC.,BAYSIDE KUBOTA AND EQUIPMENT COMPANY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54699,9436,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0
4698,2BE2BC9B-2226-4D53-885A-EE8DC4506527,QUIRK HIGHLINE INC.,GENESIS OF BRAINTREE,74,0,0,0,51,37,0,0,31,25,0,0,0,0,0,0,0,0,0,0,1142,0,181910,89573,0,2,0,26,0,0,0,,,0,22,0,0,1,32,51,,621,521,161,1,1,0,0,0,2240
4699,2BE2BC9B-2226-4D53-885A-EE8DC4506527,DANIEL J QUIRK INC.,QUIRK BUICK GMC OF BRAINTREE,63,0,0,0,52,15,0,0,18,14,0,0,0,0,0,0,0,0,0,0,559,337,181906,89573,0,2,1,26,0,0,0,,,0,32,64,618,1,0,0,,631,573,224,5,2,0,0,0,1085
4700,2BE2BC9B-2226-4D53-885A-EE8DC4506527,QUIRK HY INC.,QUIRK HYUNDAI,36,0,0,0,14,11,7,1,25,19,0,0,0,0,0,0,0,0,0,0,783,0,181906,89573,0,2,0,26,0,0,3,,,0,24,0,12,1,37,6,,1047,904,365,0,2,0,0,0,3814
4701,35510e0f-afce-42c1-b46f-787a4f9ffff7,GENTRY CHEVROLET INC.,,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,863,8,0,0,0,0,8,0,0,,0,0,10,0,0,1,0,0,0,136,110,84,0,0,0,0,0,23
4702,a0f81580-43ae-4e23-be49-fb38edb6d8fc,CLOUD PEAK MOTORS LLC,SHERIDAN HONDA,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,211,5071,190,0,1,0,1,8,0,0,,0,0,22,0,493,1,10,40,0,522,474,421,0,1,0,0,1,1781
4706,320ed97b-c3e1-4e33-8c20-b882ef5943f9,KIWANIS HOLDINGS LLC,ALL AMERICAN CDJR,23,2,0,0,0,0,0,0,6,4,0,0,2,2,0,0,0,0,0,0,38,5,5836,91,0,0,0,0,8,0,0,,0,0,7,0,6,1,1,49,0,74,59,53,0,1,0,0,0,28
4707,58363f03-b9aa-4ce0-9015-c414b1a92138,LITCHFIELD AUTOMOTIVE SALES INC.,LITCHFIELD CHRYSLER CENTER,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,1495,10,0,1,0,0,0,0,0,,0,20,11,0,4,0,10,0,0,208,175,126,0,0,0,0,0,210
4708,49C4527E-211F-49CA-92A6-24B718461D5F,CRONIN AUTO INC.,VOLVO/VOLKSWAGEN OF PERRYSBURG,92,0,0,0,46,21,0,0,60,50,0,0,0,0,0,0,0,0,0,0,362,33,19671,921,0,1,1,0,0,0,0,,0,0,20,3,1409,1,0,0,0,785,706,417,0,1,0,0,0,232
4710,49C4527E-211F-49CA-92A6-24B718461D5F,CRONIN AUTO INC.,CRONIN BUICK GMC OF PERRYSBURG,181,7,0,0,21,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,664,4,19671,921,0,2,0,0,0,0,0,,0,0,49,0,0,1,6,0,0,1190,1004,662,0,3,0,0,0,1066
4711,96990ca7-0e84-4f13-94fa-72cd8c3dbee8,BILLY LAWRENCE GMC INC.,,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,1723,175,0,0,0,0,0,0,0,,0,0,9,0,0,0,113,0,0,247,235,164,0,0,0,0,1,41
4712,db724c81-7095-4c59-929f-8919e00cd13e,BILLY LAWRENCE CHEVROLET INC.,,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2837,145,0,0,0,1,0,0,2,,,0,11,0,0,1,59,0,,327,297,276,0,0,0,0,1,1000
4718,618dcb70-d60c-4282-8961-1baea6040ded,MY TOWN AUTO GROUP LLC,MY TOWN CDJR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
4720,b2119c01-53a4-4dc1-a177-fc52cf3e019a,LEASE & RENTAL MANAGEMENT CORP,AUTO USE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,99,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,0,0,0,,0,0,0,0,83
4721,aaa6f35b-76e0-413a-b930-8df19b476fb3,YARK AUTOMOTIVE GROUP INC.,BMW OF TOLEDO,39,0,0,0,58,18,0,0,0,0,5,5,2,2,0,0,0,0,0,0,973,687,112473,30147,0,3,1,0,0,0,98,,,0,30,0,2576,4,177,1,,871,777,424,222,6,0,0,1,3226
4722,aaa6f35b-76e0-413a-b930-8df19b476fb3,MAROON INVESTMENTS LLC,YARK QUICK BUY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,98,112473,30147,0,2,0,0,0,0,0,,,0,13,14,146,1,81,0,,673,667,0,0,0,0,0,0,231
4723,aaa6f35b-76e0-413a-b930-8df19b476fb3,YARK CHEVROLET LLC,YARK CHEVROLET,62,0,0,0,59,25,0,0,15,9,2,2,2,1,0,0,0,0,0,0,2229,1031,112473,30147,0,11,1,0,0,0,53,,,138,36,81,2912,5,433,18,,1059,983,627,0,9,0,0,1,5468
4724,aaa6f35b-76e0-413a-b930-8df19b476fb3,YARK CJDR LLC,YARK CHRYSLER JEEP DODGE RAM,7522,254,0,0,43,19,1,1,0,0,13,7,13,5,0,0,39,39,0,0,5081,2317,112473,30147,0,8,1,0,0,0,152,,,627,112,213,3888,9,584,5,,2060,1694,1014,123,7,0,0,0,12973
4725,aaa6f35b-76e0-413a-b930-8df19b476fb3,CASTLE PEAK LLC,YARK FORD,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1478,1250,112473,30147,0,8,0,0,0,0,14,,,80,34,55,3062,6,357,5,,862,782,569,0,11,0,0,0,2300
4726,aaa6f35b-76e0-413a-b930-8df19b476fb3,ELK INVESTMENTS LLC,YARK MAZDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,219,112473,30147,0,4,0,0,0,0,25,,,3,12,12,878,4,74,0,,420,373,280,1,7,0,0,0,1730
4727,aaa6f35b-76e0-413a-b930-8df19b476fb3,YARK AUTOMOTIVE GROUP INC.,YARK NISSAN,4,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,443,112473,30147,0,5,0,0,0,0,23,,,0,18,0,1712,4,114,7,,765,718,498,2,8,0,0,0,3142
4728,aaa6f35b-76e0-413a-b930-8df19b476fb3,YARK AUTOMOTIVE GROUP INC.,YARK SUBARU,12,0,0,0,13,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1890,1251,112473,30147,0,4,2,0,0,0,81,,,250,24,107,2532,4,123,56,,1121,1074,771,422,9,0,0,0,6998
4729,aaa6f35b-76e0-413a-b930-8df19b476fb3,SOPRIS INVESTMENTS LLC,YARK TOYOTA,15,0,0,0,15,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,769,578,112473,30147,0,4,1,0,0,0,20,,,134,19,0,1552,4,106,37,,999,973,706,6,7,0,0,0,3989
4730,49C4527E-211F-49CA-92A6-24B718461D5F,CRONIN AUTO MANAGEMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19671,921,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
4731,1bd24814-a109-4345-883e-0aaa6a94101c,STEELE CJDR GONZALES LLC,STEELE CHRYSLER JEEP DODGE RAM GONZALES,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,539,3528,709,0,4,3,0,0,0,1,,,18,21,0,633,1,178,1,,373,334,217,0,3,0,0,0,683
4732,cc7e8ddc-25ff-4381-91c7-363fa98b9881,STEELE CJDR LOCKHART LLC,STEELE CHRYSLER JEEP DODGE RAM LOCKHART,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,20,3949,901,0,0,0,0,0,0,20,,,15,23,0,53,1,136,1,,379,336,264,1,1,0,0,0,7
4733,0bc2dcab-6cb5-4940-8690-0d5ed09a8499,CON PAULOS INC.,CON PAULOS CHEVROLET,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685,560,8068,575,0,1,0,1,0,0,0,,0,0,27,0,2179,1,250,22,0,862,774,555,31,1,0,0,1,3483
4737,aaa6f35b-76e0-413a-b930-8df19b476fb3,YARK HOLDINGS LLC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112473,30147,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2039
4738,893b2f18-5b18-49b5-b49c-78492c041422,TOM HODGES AUTO SALES INC.,TOM HODGES MITSUBISHI,122,1,0,0,106,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,821,3655,905,0,1,0,0,0,1,3,,0,0,21,13,1178,1,0,0,0,475,453,324,82,1,0,0,0,8588
